ID_Trabajador,Edad,Sexo,Departamento,Zona,Tipo_Actividad,Horas_Trabajadas_Semana,Ingreso_Mensual,Acceso_Beneficios,Tiene_Contrato_Escrito,Formalidad
597,45,Masculino,Huancavelica,Urbana,Empleo formal,48,841.03,Solo salud,No,Informal
598,62,Femenino,San Martín,Urbana,Empleo formal,14,1161.95,Ninguno,Sí,Formal
599,36,Femenino,Huancavelica,Urbana,Freelance,28,1505.79,Salud y pensión,Sí,Informal
600,22,Femenino,Huancavelica,Urbana,Microempresa,31,1363.92,Salud y pensión,No,Formal
601,47,Masculino,Lambayeque,Urbana,Freelance,39,1254.97,Ninguno,No,Formal
602,60,Masculino,Cusco,Urbana,Microempresa,42,670.7,Ninguno,No,Informal
603,21,Femenino,Lima,Urbana,Freelance,40,1683.26,Salud y pensión,No,Informal
604,22,Femenino,Cusco,Urbana,Empleo formal,44,1086.01,Solo salud,Sí,Informal
605,24,Femenino,Huancavelica,Urbana,Servicio doméstico,31,739.65,Ninguno,No,Informal
606,33,Femenino,San Martín,Urbana,Comercio ambulante,26,1203.45,Ninguno,Sí,Formal
607,59,Femenino,Arequipa,Rural,Servicio doméstico,22,398.23,Ninguno,No,Informal
608,47,Masculino,San Martín,Urbana,Microempresa,56,725.38,Ninguno,No,Informal
609,20,Masculino,Lambayeque,Urbana,Microempresa,20,1051.11,Solo salud,Sí,Informal
610,59,Femenino,Cusco,Rural,Microempresa,53,1230.9,Ninguno,No,Informal
611,34,Masculino,Cusco,Urbana,Microempresa,28,1140.96,Ninguno,Sí,Informal
612,60,Femenino,Arequipa,Urbana,Freelance,19,1411.03,Ninguno,No,Informal
613,28,Masculino,Cusco,Urbana,Servicio doméstico,37,1219.6,Ninguno,No,Informal
614,19,Masculino,Lima,Urbana,Empleo formal,29,1565.19,Ninguno,No,Informal
615,33,Femenino,Huancavelica,Urbana,Microempresa,43,1081.26,Solo salud,No,Formal
616,54,Femenino,Lima,Urbana,Comercio ambulante,40,1322.94,Ninguno,Sí,Informal
617,28,Femenino,Lambayeque,Urbana,Empleo formal,51,163.39,Solo salud,No,Formal
618,18,Femenino,Cusco,Urbana,Comercio ambulante,32,1301.87,Ninguno,Sí,Formal
619,50,Masculino,Huancavelica,Urbana,Empleo formal,30,658.29,Ninguno,Sí,Formal
620,64,Femenino,San Martín,Urbana,Empleo formal,48,373.26,Salud y pensión,Sí,Informal
621,21,Femenino,Lima,Urbana,Empleo formal,35,1212.39,Salud y pensión,Sí,Informal
622,57,Femenino,Lambayeque,Urbana,Comercio ambulante,55,992.41,Solo salud,No,Formal
623,52,Masculino,Lambayeque,Rural,Empleo formal,38,918.05,Salud y pensión,Sí,Informal
624,38,Masculino,Huancavelica,Urbana,Comercio ambulante,19,277.93,Ninguno,No,Informal
625,19,Femenino,Lambayeque,Urbana,Comercio ambulante,15,874.56,Solo salud,No,Informal
626,33,Femenino,Huancavelica,Rural,Servicio doméstico,13,1721.49,Solo salud,Sí,Informal
627,58,Femenino,Lima,Urbana,Comercio ambulante,59,1052.71,Ninguno,No,Formal
628,58,Masculino,San Martín,Urbana,Comercio ambulante,22,983.62,Salud y pensión,No,Informal
629,38,Masculino,San Martín,Rural,Microempresa,21,1435.62,Ninguno,No,Informal
630,43,Femenino,Lambayeque,Urbana,Freelance,11,976.23,Solo salud,Sí,Formal
631,32,Femenino,Lambayeque,Urbana,Empleo formal,43,884.54,Ninguno,Sí,Informal
632,29,Masculino,Cusco,Rural,Servicio doméstico,12,947.38,Salud y pensión,No,Formal
633,26,Femenino,Arequipa,Urbana,Empleo formal,47,1368.79,Salud y pensión,No,Formal
634,22,Femenino,Arequipa,Rural,Empleo formal,58,1088.09,Salud y pensión,No,Informal
635,50,Masculino,Lima,Rural,Microempresa,30,776.64,Ninguno,No,Formal
636,31,Masculino,Arequipa,Urbana,Microempresa,28,1216.05,Ninguno,No,Informal
637,39,Femenino,San Martín,Rural,Empleo formal,11,1033.64,Solo salud,No,Informal
638,49,Masculino,Huancavelica,Urbana,Microempresa,21,1070.9,Ninguno,No,Informal
639,21,Masculino,Lima,Rural,Empleo formal,30,825.33,Ninguno,Sí,Informal
640,41,Femenino,San Martín,Urbana,Microempresa,12,875.98,Ninguno,Sí,Informal
641,56,Femenino,Huancavelica,Urbana,Comercio ambulante,49,952.68,Ninguno,No,Informal
642,51,Femenino,San Martín,Urbana,Microempresa,55,679.08,Salud y pensión,No,Formal
643,62,Masculino,San Martín,Rural,Microempresa,57,1089.92,Solo salud,No,Informal
644,40,Femenino,Cusco,Urbana,Empleo formal,27,795.14,Solo salud,No,Formal
645,18,Femenino,Lambayeque,Rural,Empleo formal,29,671.07,Ninguno,Sí,Formal
646,54,Masculino,Cusco,Urbana,Microempresa,59,1059.95,Solo salud,Sí,Informal
647,59,Femenino,Cusco,Urbana,Servicio doméstico,35,449.46,Salud y pensión,Sí,Formal
648,48,Femenino,Cusco,Urbana,Microempresa,20,1865.35,Solo salud,No,Formal
649,37,Femenino,Huancavelica,Rural,Empleo formal,45,1306.54,Salud y pensión,Sí,Formal
650,24,Femenino,Lima,Urbana,Empleo formal,34,557.17,Ninguno,Sí,Informal
651,35,Masculino,Cusco,Rural,Microempresa,29,273.06,Ninguno,Sí,Informal
652,42,Femenino,Lima,Urbana,Comercio ambulante,51,907.32,Solo salud,No,Informal
653,26,Masculino,Lambayeque,Rural,Servicio doméstico,18,1896.19,Salud y pensión,Sí,Informal
654,62,Masculino,Arequipa,Urbana,Empleo formal,23,509.8,Solo salud,Sí,Informal
655,43,Femenino,Lima,Urbana,Microempresa,30,629.54,Salud y pensión,No,Informal
656,29,Femenino,Arequipa,Rural,Empleo formal,50,314.58,Ninguno,No,Informal
657,31,Femenino,Huancavelica,Urbana,Comercio ambulante,57,1237.09,Solo salud,Sí,Formal
658,56,Femenino,Huancavelica,Urbana,Servicio doméstico,50,939.089412112566,Ninguno,No,Informal
659,34,Femenino,Lambayeque,Rural,Microempresa,31,973.39,Ninguno,No,Formal
660,29,Masculino,Lambayeque,Rural,Comercio ambulante,37,1119.33,Ninguno,No,Formal
661,59,Masculino,Arequipa,Rural,Microempresa,40,1125.9,Ninguno,Sí,Informal
662,27,Femenino,Cusco,Urbana,Microempresa,32,2057.92,Ninguno,Sí,Informal
663,25,Femenino,Arequipa,Rural,Servicio doméstico,12,374.01,Solo salud,No,Informal
664,57,Femenino,Cusco,Urbana,Comercio ambulante,53,354.67,Solo salud,No,Informal
665,27,Masculino,Cusco,Urbana,Microempresa,15,1378.7,Ninguno,No,Informal
666,26,Masculino,Cusco,Urbana,Microempresa,18,744.78,Solo salud,Sí,Informal
667,37,Masculino,Huancavelica,Rural,Comercio ambulante,18,424.17,Ninguno,No,Formal
668,19,Masculino,San Martín,Urbana,Comercio ambulante,25,1533.89,Ninguno,No,Informal
669,46,Femenino,Lambayeque,Rural,Empleo formal,51,1138.12,Ninguno,No,Informal
670,34,Femenino,Lambayeque,Rural,Comercio ambulante,21,672.35,Ninguno,No,Informal
671,23,Masculino,Lima,Rural,Microempresa,48,875.36,Ninguno,No,Informal
672,55,Masculino,San Martín,Urbana,Empleo formal,12,1673.22,Ninguno,No,Informal
673,19,Masculino,Lambayeque,Urbana,Servicio doméstico,44,467.64,Salud y pensión,No,Informal
674,29,Masculino,Cusco,Urbana,Comercio ambulante,44,1721.19,Ninguno,Sí,Formal
675,39,Masculino,Lambayeque,Urbana,Empleo formal,30,1090.02,Solo salud,No,Informal
676,53,Femenino,Lima,Urbana,Empleo formal,21,1120.55,Salud y pensión,Sí,Informal
677,49,Femenino,Lambayeque,Urbana,Microempresa,45,1390.25,Ninguno,Sí,Formal
678,47,Masculino,Cusco,Urbana,Servicio doméstico,34,1122.84,Ninguno,No,Informal
679,52,Femenino,San Martín,Urbana,Freelance,36,1033.85,Ninguno,No,Informal
680,54,Masculino,San Martín,Rural,Microempresa,45,1024.16,Ninguno,No,Informal
681,23,Femenino,Huancavelica,Rural,Freelance,28,646.0,Solo salud,No,Informal
682,30,Femenino,Arequipa,Urbana,Comercio ambulante,38,1652.58,Solo salud,Sí,Informal
683,36,Femenino,Lima,Urbana,Empleo formal,55,803.95,Solo salud,No,Informal
684,39,Femenino,Lima,Urbana,Comercio ambulante,37,1026.43,Salud y pensión,No,Formal
685,31,Femenino,Lambayeque,Urbana,Comercio ambulante,20,825.94,Ninguno,No,Informal
686,39,Masculino,Lima,Urbana,Empleo formal,30,995.19,Ninguno,No,Formal
687,52,Masculino,Cusco,Urbana,Freelance,35,1211.35,Salud y pensión,No,Formal
688,30,Masculino,Huancavelica,Urbana,Microempresa,45,1201.45,Ninguno,No,Formal
689,21,Masculino,Lambayeque,Urbana,Empleo formal,30,109.43,Ninguno,No,Informal
690,21,Masculino,Huancavelica,Urbana,Microempresa,14,919.78,Salud y pensión,No,Informal
691,58,Masculino,Arequipa,Urbana,Comercio ambulante,49,1063.94,Ninguno,No,Informal
692,39,Femenino,Lambayeque,Urbana,Microempresa,21,960.88,Ninguno,Sí,Informal
693,22,Femenino,Cusco,Urbana,Microempresa,41,1023.25,Solo salud,Sí,Informal
694,57,Masculino,San Martín,Rural,Microempresa,44,1201.78,Ninguno,Sí,Informal
695,63,Masculino,Lambayeque,Rural,Empleo formal,11,820.15,Salud y pensión,Sí,Formal
696,38,Masculino,Lambayeque,Urbana,Microempresa,37,1857.3393257281484,Ninguno,Sí,Informal
697,61,Masculino,Lima,Urbana,Empleo formal,37,679.88,Ninguno,No,Informal
698,47,Femenino,Huancavelica,Urbana,Microempresa,36,419.64,Ninguno,Sí,Formal
699,42,Masculino,Huancavelica,Urbana,Comercio ambulante,10,1723.26,Ninguno,Sí,Informal
700,42,Femenino,Arequipa,Urbana,Microempresa,46,1433.77,Ninguno,No,Informal
701,62,Femenino,Cusco,Urbana,Empleo formal,41,2066.26,Salud y pensión,No,Formal
702,38,Masculino,Cusco,Rural,Microempresa,32,1011.52,Ninguno,Sí,Informal
703,58,Masculino,Arequipa,Rural,Comercio ambulante,48,1756.21,Ninguno,Sí,Informal
704,43,Femenino,Arequipa,Rural,Comercio ambulante,51,1056.41,Salud y pensión,No,Informal
705,36,Femenino,Huancavelica,Urbana,Servicio doméstico,17,418.7,Ninguno,Sí,Informal
706,40,Masculino,Lima,Urbana,Freelance,14,761.47,Salud y pensión,No,Informal
707,39,Femenino,Lima,Urbana,Microempresa,29,421.2,Solo salud,No,Informal
708,37,Masculino,Arequipa,Urbana,Empleo formal,38,1286.35,Salud y pensión,No,Informal
709,33,Masculino,Arequipa,Urbana,Freelance,52,1455.92,Ninguno,No,Formal
710,55,Femenino,Huancavelica,Urbana,Empleo formal,13,1062.72,Ninguno,Sí,Formal
711,62,Femenino,Lambayeque,Urbana,Empleo formal,35,1398.75,Ninguno,No,Informal
712,36,Masculino,Lima,Urbana,Comercio ambulante,39,784.41,Ninguno,Sí,Informal
713,33,Masculino,Lambayeque,Urbana,Empleo formal,33,969.84,Salud y pensión,Sí,Formal
714,21,Femenino,San Martín,Urbana,Comercio ambulante,38,1561.83,Salud y pensión,No,Informal
715,43,Masculino,San Martín,Rural,Servicio doméstico,37,1256.17,Ninguno,Sí,Formal
716,48,Masculino,Huancavelica,Urbana,Microempresa,57,709.07,Salud y pensión,No,Informal
717,60,Masculino,Cusco,Urbana,Servicio doméstico,28,1567.63,Ninguno,Sí,Formal
718,36,Femenino,San Martín,Urbana,Freelance,57,410.83,Solo salud,Sí,Formal
719,56,Masculino,Arequipa,Urbana,Comercio ambulante,22,317.92,Ninguno,No,Informal
720,22,Masculino,Lambayeque,Urbana,Microempresa,41,1545.57,Ninguno,No,Informal
721,53,Masculino,Arequipa,Urbana,Microempresa,27,1279.09,Ninguno,Sí,Formal
722,59,Femenino,Lima,Rural,Empleo formal,36,1282.11,Ninguno,Sí,Informal
723,37,Masculino,Arequipa,Urbana,Comercio ambulante,47,655.77,Salud y pensión,Sí,Informal
724,19,Masculino,San Martín,Rural,Comercio ambulante,48,1371.87,Salud y pensión,Sí,Formal
725,53,Masculino,Arequipa,Urbana,Servicio doméstico,31,595.47,Ninguno,No,Informal
726,61,Masculino,Lima,Urbana,Comercio ambulante,28,1275.24,Solo salud,No,Formal
727,39,Masculino,San Martín,Urbana,Comercio ambulante,54,666.6,Ninguno,No,Informal
728,24,Masculino,San Martín,Urbana,Microempresa,49,325.72,Solo salud,No,Informal
729,39,Femenino,Cusco,Rural,Empleo formal,51,1277.35,Solo salud,Sí,Formal
730,46,Masculino,Huancavelica,Urbana,Empleo formal,55,593.66,Ninguno,No,Formal
731,63,Masculino,Cusco,Urbana,Empleo formal,21,678.42,Ninguno,Sí,Informal
732,60,Femenino,Cusco,Urbana,Empleo formal,36,1424.55,Ninguno,No,Informal
733,53,Masculino,Huancavelica,Urbana,Microempresa,55,670.48,Ninguno,No,Informal
734,29,Masculino,Huancavelica,Urbana,Microempresa,50,1061.04,Ninguno,Sí,Informal
735,40,Masculino,San Martín,Urbana,Microempresa,10,1834.37,Ninguno,No,Informal
736,39,Femenino,Huancavelica,Urbana,Comercio ambulante,17,1861.6,Salud y pensión,No,Informal
737,49,Masculino,Lambayeque,Urbana,Servicio doméstico,21,1014.12,Solo salud,No,Informal
738,37,Femenino,Huancavelica,Rural,Comercio ambulante,58,1549.56,Ninguno,Sí,Informal
739,28,Femenino,Huancavelica,Urbana,Servicio doméstico,40,1155.79,Ninguno,No,Informal
740,30,Masculino,Lambayeque,Urbana,Microempresa,33,834.36,Solo salud,Sí,Informal
741,38,Femenino,Huancavelica,Urbana,Comercio ambulante,13,664.2,Salud y pensión,No,Informal
742,57,Masculino,Cusco,Urbana,Microempresa,31,1910.95,Solo salud,No,Formal
743,43,Femenino,Lima,Urbana,Microempresa,20,870.93,Solo salud,Sí,Informal
744,34,Femenino,Cusco,Rural,Microempresa,51,1331.63,Ninguno,No,Formal
745,23,Masculino,San Martín,Urbana,Servicio doméstico,47,1285.1,Salud y pensión,No,Informal
746,19,Femenino,San Martín,Urbana,Microempresa,35,1905.46,Solo salud,No,Formal
747,32,Femenino,Lambayeque,Urbana,Comercio ambulante,51,1047.22,Salud y pensión,No,Formal
748,31,Masculino,Huancavelica,Urbana,Microempresa,38,1428.05,Solo salud,No,Formal
749,59,Femenino,Lima,Urbana,Comercio ambulante,26,1185.93,Ninguno,No,Informal
750,30,Femenino,Lima,Urbana,Comercio ambulante,39,1094.57,Solo salud,Sí,Informal
751,54,Masculino,Lambayeque,Urbana,Servicio doméstico,49,760.44,Salud y pensión,No,Informal
752,64,Masculino,Lima,Urbana,Servicio doméstico,45,531.63,Ninguno,No,Formal
753,48,Femenino,Huancavelica,Urbana,Empleo formal,45,587.55,Solo salud,Sí,Informal
754,64,Masculino,Lambayeque,Urbana,Microempresa,45,1209.31,Ninguno,No,Informal
755,62,Masculino,Huancavelica,Urbana,Servicio doméstico,21,1541.1,Ninguno,No,Informal
756,60,Masculino,San Martín,Urbana,Empleo formal,17,1494.63,Ninguno,Sí,Informal
757,64,Masculino,Arequipa,Urbana,Empleo formal,33,1366.41,Salud y pensión,No,Informal
758,53,Femenino,Arequipa,Rural,Comercio ambulante,27,755.95,Solo salud,No,Informal
759,18,Femenino,Arequipa,Rural,Comercio ambulante,53,1683.79,Ninguno,No,Informal
760,22,Masculino,Lima,Urbana,Servicio doméstico,57,1232.72,Ninguno,No,Formal
761,52,Masculino,San Martín,Urbana,Comercio ambulante,37,1198.94,Ninguno,No,Formal
762,46,Masculino,Lima,Urbana,Servicio doméstico,40,769.69,Ninguno,No,Informal
763,27,Masculino,San Martín,Rural,Comercio ambulante,29,745.4,Solo salud,Sí,Informal
764,34,Masculino,Cusco,Urbana,Empleo formal,21,1169.91,Ninguno,No,Informal
765,24,Femenino,Huancavelica,Urbana,Comercio ambulante,25,1017.15,Salud y pensión,Sí,Formal
766,63,Masculino,San Martín,Rural,Empleo formal,53,1442.91,Ninguno,No,Informal
767,22,Masculino,Cusco,Urbana,Comercio ambulante,21,519.45,Ninguno,Sí,Informal
768,20,Masculino,Lima,Rural,Freelance,43,768.5,Ninguno,No,Formal
769,39,Femenino,San Martín,Urbana,Microempresa,22,632.61,Solo salud,No,Informal
770,28,Masculino,Cusco,Urbana,Comercio ambulante,53,1965.24,Ninguno,Sí,Informal
771,19,Femenino,San Martín,Urbana,Empleo formal,42,451.15,Ninguno,Sí,Formal
772,29,Femenino,Lambayeque,Urbana,Comercio ambulante,23,1912.15,Ninguno,Sí,Informal
773,19,Masculino,San Martín,Urbana,Empleo formal,33,922.85,Ninguno,No,Formal
774,52,Femenino,Huancavelica,Urbana,Empleo formal,10,1170.43,Salud y pensión,Sí,Informal
775,19,Femenino,San Martín,Rural,Microempresa,46,1111.34,Ninguno,No,Formal
776,29,Femenino,Arequipa,Rural,Microempresa,20,1327.62,Salud y pensión,Sí,Formal
777,60,Masculino,Cusco,Rural,Microempresa,43,816.99,Solo salud,No,Informal
778,52,Femenino,Cusco,Rural,Servicio doméstico,49,833.18,Ninguno,No,Informal
779,33,Femenino,Lima,Urbana,Comercio ambulante,36,1198.7,Solo salud,No,Informal
780,40,Femenino,Cusco,Urbana,Comercio ambulante,36,348.82,Ninguno,Sí,Informal
781,36,Masculino,San Martín,Urbana,Comercio ambulante,51,1501.76,Ninguno,No,Informal
782,35,Femenino,Lambayeque,Urbana,Empleo formal,46,1449.6,Ninguno,No,Informal
783,54,Femenino,Huancavelica,Urbana,Servicio doméstico,34,546.85,Ninguno,No,Informal
784,57,Masculino,Huancavelica,Urbana,Comercio ambulante,58,1439.12,Solo salud,Sí,Informal
785,42,Femenino,Lima,Urbana,Comercio ambulante,16,1625.26,Ninguno,No,Informal
786,62,Femenino,Arequipa,Urbana,Freelance,28,1561.6,Solo salud,No,Formal
787,26,Femenino,Arequipa,Urbana,Freelance,10,871.69,Salud y pensión,Sí,Informal
788,41,Femenino,San Martín,Rural,Microempresa,29,1481.27,Ninguno,No,Formal
789,23,Masculino,Lambayeque,Urbana,Comercio ambulante,25,1351.45,Solo salud,No,Informal
790,27,Femenino,Lima,Rural,Empleo formal,41,1095.33,Salud y pensión,No,Formal
791,23,Femenino,Huancavelica,Urbana,Servicio doméstico,31,1435.6,Ninguno,Sí,Informal
792,50,Femenino,San Martín,Urbana,Microempresa,23,1791.12,Ninguno,No,Informal
793,46,Femenino,Huancavelica,Urbana,Servicio doméstico,32,1250.68,Salud y pensión,No,Informal
794,54,Femenino,Arequipa,Urbana,Servicio doméstico,56,1371.61,Solo salud,Sí,Formal
795,44,Masculino,Lambayeque,Urbana,Microempresa,46,901.62,Solo salud,No,Formal
796,47,Femenino,Lambayeque,Urbana,Servicio doméstico,49,1484.86,Salud y pensión,No,Informal
797,40,Masculino,Arequipa,Urbana,Comercio ambulante,53,863.84,Ninguno,Sí,Formal
798,56,Masculino,San Martín,Urbana,Microempresa,28,1094.94,Solo salud,No,Informal
799,33,Masculino,San Martín,Urbana,Empleo formal,17,561.83,Salud y pensión,No,Informal
800,28,Masculino,Lima,Rural,Empleo formal,14,701.08,Ninguno,No,Informal
801,61,Masculino,Lambayeque,Rural,Comercio ambulante,45,1240.07,Ninguno,No,Informal
802,23,Masculino,San Martín,Rural,Empleo formal,28,221.07,Ninguno,Sí,Informal
803,63,Masculino,Huancavelica,Rural,Microempresa,42,1042.65,Ninguno,Sí,Informal
804,62,Femenino,San Martín,Urbana,Empleo formal,33,516.09,Salud y pensión,Sí,Informal
805,26,Masculino,Arequipa,Rural,Servicio doméstico,47,725.26,Salud y pensión,No,Informal
806,25,Masculino,San Martín,Urbana,Comercio ambulante,13,1311.34,Ninguno,Sí,Formal
807,47,Femenino,Lima,Rural,Comercio ambulante,59,924.69,Salud y pensión,No,Informal
808,37,Masculino,Huancavelica,Rural,Empleo formal,42,1481.66,Solo salud,No,Formal
809,63,Masculino,Lambayeque,Urbana,Empleo formal,11,1208.67,Ninguno,Sí,Informal
810,19,Femenino,Lima,Urbana,Comercio ambulante,23,2050.14,Salud y pensión,No,Informal
811,48,Femenino,Huancavelica,Urbana,Empleo formal,36,1309.02,Ninguno,Sí,Informal
812,47,Masculino,Lambayeque,Urbana,Microempresa,58,1274.09,Solo salud,No,Formal
813,62,Masculino,Cusco,Rural,Freelance,59,1653.95,Salud y pensión,No,Informal
814,64,Femenino,Huancavelica,Rural,Empleo formal,29,1303.51,Salud y pensión,No,Informal
815,27,Masculino,Arequipa,Urbana,Microempresa,55,1217.58,Salud y pensión,No,Informal
816,36,Masculino,Arequipa,Urbana,Empleo formal,30,993.02,Ninguno,No,Informal
817,62,Femenino,Lambayeque,Urbana,Servicio doméstico,47,861.75,Ninguno,No,Formal
818,31,Femenino,Lambayeque,Urbana,Empleo formal,31,1593.39,Salud y pensión,Sí,Formal
819,30,Masculino,Arequipa,Urbana,Comercio ambulante,53,1702.12,Solo salud,Sí,Informal
820,58,Femenino,Huancavelica,Urbana,Empleo formal,55,608.43,Solo salud,No,Formal
821,50,Masculino,Lima,Urbana,Comercio ambulante,22,681.33,Salud y pensión,No,Formal
822,29,Femenino,Arequipa,Urbana,Freelance,35,837.22,Ninguno,No,Formal
823,29,Masculino,Lambayeque,Urbana,Comercio ambulante,57,332.03,Ninguno,No,Informal
824,47,Femenino,Huancavelica,Urbana,Empleo formal,52,816.91,Solo salud,Sí,Informal
825,48,Femenino,Huancavelica,Rural,Empleo formal,13,1254.0,Ninguno,Sí,Informal
826,60,Masculino,San Martín,Urbana,Comercio ambulante,13,743.64,Ninguno,Sí,Informal
827,41,Femenino,Arequipa,Urbana,Servicio doméstico,58,2069.39,Ninguno,No,Formal
828,58,Femenino,Huancavelica,Urbana,Comercio ambulante,43,1180.37,Ninguno,No,Informal
829,46,Femenino,Lima,Rural,Microempresa,34,1302.66,Ninguno,Sí,Formal
830,21,Femenino,Lima,Urbana,Comercio ambulante,46,931.58,Salud y pensión,Sí,Informal
831,57,Masculino,Arequipa,Urbana,Microempresa,37,513.63,Salud y pensión,Sí,Informal
832,54,Masculino,Huancavelica,Rural,Freelance,28,783.84,Ninguno,No,Informal
833,62,Femenino,San Martín,Rural,Microempresa,21,360.04,Salud y pensión,Sí,Informal
834,39,Masculino,Huancavelica,Rural,Servicio doméstico,43,1077.78,Salud y pensión,Sí,Formal
835,54,Masculino,Lambayeque,Urbana,Freelance,56,676.3,Salud y pensión,Sí,Formal
836,50,Masculino,Arequipa,Urbana,Comercio ambulante,34,1256.55,Solo salud,Sí,Formal
837,55,Masculino,San Martín,Urbana,Comercio ambulante,23,485.82,Ninguno,No,Informal
838,32,Femenino,San Martín,Urbana,Microempresa,42,1066.96,Ninguno,No,Formal
839,27,Masculino,Cusco,Urbana,Servicio doméstico,49,836.16,Solo salud,No,Informal
840,60,Masculino,Lambayeque,Urbana,Comercio ambulante,27,702.04,Ninguno,No,Formal
841,19,Masculino,Cusco,Rural,Comercio ambulante,37,1395.96,Solo salud,No,Informal
842,23,Femenino,San Martín,Urbana,Microempresa,40,1179.92,Solo salud,No,Informal
843,47,Femenino,Arequipa,Urbana,Empleo formal,38,957.35,Ninguno,No,Formal
844,36,Femenino,Lima,Urbana,Microempresa,59,1051.41,Ninguno,No,Informal
845,62,Femenino,Arequipa,Urbana,Empleo formal,45,1412.01,Solo salud,No,Informal
846,19,Femenino,Cusco,Urbana,Microempresa,26,703.35,Solo salud,No,Informal
847,57,Masculino,Lambayeque,Urbana,Comercio ambulante,36,1538.1,Salud y pensión,No,Informal
848,42,Masculino,Lima,Urbana,Empleo formal,37,1292.67,Ninguno,No,Formal
849,59,Femenino,Cusco,Urbana,Comercio ambulante,47,1394.01,Salud y pensión,No,Informal
850,53,Masculino,Cusco,Urbana,Comercio ambulante,18,661.7,Solo salud,No,Informal
851,49,Femenino,Cusco,Urbana,Freelance,21,1134.96,Salud y pensión,No,Formal
852,29,Femenino,Arequipa,Urbana,Microempresa,12,1111.39,Salud y pensión,No,Informal
853,55,Femenino,Arequipa,Urbana,Empleo formal,13,1471.66,Ninguno,No,Informal
854,25,Femenino,Huancavelica,Urbana,Freelance,20,614.53,Ninguno,Sí,Informal
855,25,Masculino,Arequipa,Urbana,Freelance,55,1768.87,Solo salud,No,Informal
856,35,Femenino,Lima,Rural,Servicio doméstico,34,921.49,Solo salud,No,Formal
857,64,Masculino,Lima,Urbana,Microempresa,48,1713.15,Ninguno,No,Formal
858,32,Femenino,Huancavelica,Urbana,Empleo formal,41,1376.9,Salud y pensión,Sí,Formal
859,43,Masculino,San Martín,Urbana,Microempresa,51,787.02,Ninguno,Sí,Informal
860,41,Femenino,Huancavelica,Urbana,Comercio ambulante,27,595.38,Solo salud,Sí,Formal
861,45,Masculino,San Martín,Urbana,Empleo formal,46,1329.97,Ninguno,No,Informal
862,29,Femenino,San Martín,Rural,Empleo formal,55,766.55,Solo salud,No,Informal
863,27,Masculino,Lima,Urbana,Empleo formal,12,1294.85,Solo salud,Sí,Informal
864,55,Masculino,Cusco,Urbana,Freelance,58,1307.66,Ninguno,No,Formal
865,42,Femenino,Cusco,Rural,Servicio doméstico,58,575.37,Solo salud,Sí,Informal
866,18,Masculino,San Martín,Rural,Freelance,37,590.96,Solo salud,No,Informal
867,37,Masculino,Cusco,Urbana,Servicio doméstico,39,922.35,Ninguno,Sí,Informal
868,49,Femenino,San Martín,Urbana,Servicio doméstico,30,1283.49,Ninguno,No,Informal
869,43,Masculino,San Martín,Urbana,Comercio ambulante,20,733.73,Solo salud,No,Informal
870,35,Femenino,Lima,Urbana,Freelance,56,733.91,Ninguno,No,Formal
871,50,Masculino,Arequipa,Rural,Freelance,56,1018.28,Salud y pensión,Sí,Informal
872,54,Femenino,San Martín,Urbana,Microempresa,36,1700.29,Ninguno,No,Formal
873,34,Femenino,Arequipa,Urbana,Microempresa,45,2079.43,Ninguno,Sí,Informal
874,28,Masculino,Cusco,Rural,Freelance,41,1029.66,Solo salud,No,Informal
875,57,Femenino,San Martín,Urbana,Empleo formal,32,829.55,Ninguno,Sí,Informal
876,61,Masculino,Lambayeque,Urbana,Microempresa,39,1066.54,Salud y pensión,No,Informal
877,59,Masculino,Arequipa,Rural,Empleo formal,51,1228.54,Ninguno,No,Informal
878,60,Masculino,Lima,Urbana,Microempresa,51,1245.69,Salud y pensión,No,Informal
879,52,Femenino,Huancavelica,Urbana,Comercio ambulante,17,1060.15,Solo salud,No,Formal
880,44,Masculino,Huancavelica,Rural,Microempresa,32,933.85,Ninguno,Sí,Informal
881,62,Masculino,Lambayeque,Urbana,Empleo formal,40,1724.02,Salud y pensión,No,Informal
882,27,Femenino,Cusco,Urbana,Microempresa,31,1640.13,Ninguno,Sí,Informal
883,54,Femenino,Cusco,Urbana,Servicio doméstico,42,1000.8,Ninguno,Sí,Informal
884,48,Femenino,Cusco,Urbana,Servicio doméstico,13,1656.69,Solo salud,Sí,Formal
885,28,Masculino,Lambayeque,Urbana,Microempresa,56,583.22,Solo salud,Sí,Informal
886,40,Femenino,Lambayeque,Rural,Comercio ambulante,38,768.59,Solo salud,No,Informal
887,47,Masculino,Lima,Urbana,Servicio doméstico,46,1273.97,Solo salud,No,Informal
888,48,Femenino,Cusco,Urbana,Comercio ambulante,58,785.05,Salud y pensión,No,Informal
889,35,Femenino,Lima,Urbana,Microempresa,18,1082.51,Ninguno,No,Informal
890,39,Femenino,Arequipa,Rural,Empleo formal,34,1929.57,Ninguno,No,Informal
891,55,Masculino,Lima,Urbana,Comercio ambulante,49,2107.6,Ninguno,No,Informal
892,50,Masculino,Cusco,Rural,Empleo formal,30,886.24,Ninguno,No,Formal
893,19,Masculino,Huancavelica,Urbana,Comercio ambulante,59,1207.17,Ninguno,No,Informal
894,41,Femenino,Lima,Urbana,Servicio doméstico,18,1051.45,Ninguno,No,Informal
